Дата;Год;Месяц;День недели №;День недели;Номер недели;День тип
14.06.2023;2023;6;3;Среда;24;Рабочий_new
15.06.2023;2023;6;4;Четверг;24;Рабочий_new
16.06.2023;2023;6;5;Пятница;24;Пятница_new
17.06.2023;2023;6;6;Суббота;24;Выходной_С_new
18.06.2023;2023;6;7;Воскресенье;24;Выходной_В_new
19.06.2023;2023;6;1;Понедельник;25;Рабочий_new
20.06.2023;2023;6;2;Вторник;25;Рабочий_new
21.06.2023;2023;6;3;Среда;25;Рабочий_new
22.06.2023;2023;6;4;Четверг;25;Рабочий_new
23.06.2023;2023;6;5;Пятница;25;Пятница_new
24.06.2023;2023;6;6;Суббота;25;Выходной_С_new
25.06.2023;2023;6;7;Воскресенье;25;Выходной_В_new
26.06.2023;2023;6;1;Понедельник;26;Рабочий_new
27.06.2023;2023;6;2;Вторник;26;Рабочий_new
28.06.2023;2023;6;3;Среда;26;Рабочий_new
29.06.2023;2023;6;4;Четверг;26;Рабочий_new
30.06.2023;2023;6;5;Пятница;26;Пятница_new
01.07.2023;2023;7;6;Суббота;26;Выходной_С_new
02.07.2023;2023;7;7;Воскресенье;26;Выходной_В_new
03.07.2023;2023;7;1;Понедельник;27;Рабочий_new
04.07.2023;2023;7;2;Вторник;27;Рабочий_new
05.07.2023;2023;7;3;Среда;27;Рабочий_new
06.07.2023;2023;7;4;Четверг;27;Рабочий_new
07.07.2023;2023;7;5;Пятница;27;Пятница_new
08.07.2023;2023;7;6;Суббота;27;Выходной_С_new
09.07.2023;2023;7;7;Воскресенье;27;Выходной_В_new
10.07.2023;2023;7;1;Понедельник;28;Рабочий_new
11.07.2023;2023;7;2;Вторник;28;Рабочий_new
12.07.2023;2023;7;3;Среда;28;Рабочий_new
13.07.2023;2023;7;4;Четверг;28;Рабочий_new
14.07.2023;2023;7;5;Пятница;28;Пятница_new
15.07.2023;2023;7;6;Суббота;28;Выходной_С_new
16.07.2023;2023;7;7;Воскресенье;28;Выходной_В_new
17.07.2023;2023;7;1;Понедельник;29;Рабочий_new
18.07.2023;2023;7;2;Вторник;29;Рабочий_new
19.07.2023;2023;7;3;Среда;29;Рабочий_new
20.07.2023;2023;7;4;Четверг;29;Рабочий_new
21.07.2023;2023;7;5;Пятница;29;Пятница_new
22.07.2023;2023;7;6;Суббота;29;Выходной_С_new
23.07.2023;2023;7;7;Воскресенье;29;Выходной_В_new
24.07.2023;2023;7;1;Понедельник;30;Рабочий_new
25.07.2023;2023;7;2;Вторник;30;Рабочий_new
26.07.2023;2023;7;3;Среда;30;Рабочий_new
27.07.2023;2023;7;4;Четверг;30;Рабочий_new
28.07.2023;2023;7;5;Пятница;30;Пятница_new
29.07.2023;2023;7;6;Суббота;30;Выходной_С_new
30.07.2023;2023;7;7;Воскресенье;30;Выходной_В_new
31.07.2023;2023;7;1;Понедельник;31;Рабочий_new
01.08.2023;2023;8;2;Вторник;31;Рабочий_new
02.08.2023;2023;8;3;Среда;31;Рабочий_new
03.08.2023;2023;8;4;Четверг;31;Рабочий_new
04.08.2023;2023;8;5;Пятница;31;Пятница_new
05.08.2023;2023;8;6;Суббота;31;Выходной_С_new
06.08.2023;2023;8;7;Воскресенье;31;Выходной_В_new
07.08.2023;2023;8;1;Понедельник;32;Рабочий_new
08.08.2023;2023;8;2;Вторник;32;Рабочий_new
09.08.2023;2023;8;3;Среда;32;Рабочий_new
10.08.2023;2023;8;4;Четверг;32;Рабочий_new
11.08.2023;2023;8;5;Пятница;32;Пятница_new
12.08.2023;2023;8;6;Суббота;32;Выходной_С_new
13.08.2023;2023;8;7;Воскресенье;32;Выходной_В_new
14.08.2023;2023;8;1;Понедельник;33;Рабочий_new
15.08.2023;2023;8;2;Вторник;33;Рабочий_new
16.08.2023;2023;8;3;Среда;33;Рабочий_new
17.08.2023;2023;8;4;Четверг;33;Рабочий_new
18.08.2023;2023;8;5;Пятница;33;Пятница_new
19.08.2023;2023;8;6;Суббота;33;Выходной_С_new
20.08.2023;2023;8;7;Воскресенье;33;Выходной_В_new
21.08.2023;2023;8;1;Понедельник;34;Рабочий_new
22.08.2023;2023;8;2;Вторник;34;Рабочий_new
23.08.2023;2023;8;3;Среда;34;Рабочий_new
24.08.2023;2023;8;4;Четверг;34;Рабочий_new
25.08.2023;2023;8;5;Пятница;34;Пятница_new
26.08.2023;2023;8;6;Суббота;34;Выходной_С_new
27.08.2023;2023;8;7;Воскресенье;34;Выходной_В_new
28.08.2023;2023;8;1;Понедельник;35;Рабочий_new
29.08.2023;2023;8;2;Вторник;35;Рабочий_new
30.08.2023;2023;8;3;Среда;35;Рабочий_new
31.08.2023;2023;8;4;Четверг;35;Рабочий_new
01.09.2023;2023;9;5;Пятница;35;Пятница_new
02.09.2023;2023;9;6;Суббота;35;Выходной_С_new
03.09.2023;2023;9;7;Воскресенье;35;Выходной_В_new
04.09.2023;2023;9;1;Понедельник;36;Рабочий_new
05.09.2023;2023;9;2;Вторник;36;Рабочий_new
06.09.2023;2023;9;3;Среда;36;Рабочий_new
07.09.2023;2023;9;4;Четверг;36;Рабочий_new
08.09.2023;2023;9;5;Пятница;36;Пятница_new
09.09.2023;2023;9;6;Суббота;36;Выходной_С_new
10.09.2023;2023;9;7;Воскресенье;36;Выходной_В_new
11.09.2023;2023;9;1;Понедельник;37;Рабочий_new
12.09.2023;2023;9;2;Вторник;37;Рабочий_new
13.09.2023;2023;9;3;Среда;37;Рабочий_new
14.09.2023;2023;9;4;Четверг;37;Рабочий_new
15.09.2023;2023;9;5;Пятница;37;Пятница_new
16.09.2023;2023;9;6;Суббота;37;Выходной_С_new
17.09.2023;2023;9;7;Воскресенье;37;Выходной_В_new
18.09.2023;2023;9;1;Понедельник;38;Рабочий_new
19.09.2023;2023;9;2;Вторник;38;Рабочий_new
20.09.2023;2023;9;3;Среда;38;Рабочий_new
21.09.2023;2023;9;4;Четверг;38;Рабочий_new
22.09.2023;2023;9;5;Пятница;38;Пятница_new
23.09.2023;2023;9;6;Суббота;38;Выходной_С_new
24.09.2023;2023;9;7;Воскресенье;38;Выходной_В_new
25.09.2023;2023;9;1;Понедельник;39;Рабочий_new
26.09.2023;2023;9;2;Вторник;39;Рабочий_new
27.09.2023;2023;9;3;Среда;39;Рабочий_new
28.09.2023;2023;9;4;Четверг;39;Рабочий_new
29.09.2023;2023;9;5;Пятница;39;Пятница_new
30.09.2023;2023;9;6;Суббота;39;Выходной_С_new
01.10.2023;2023;10;7;Воскресенье;39;Выходной_В_new
02.10.2023;2023;10;1;Понедельник;40;Рабочий_new
03.10.2023;2023;10;2;Вторник;40;Рабочий_new
04.10.2023;2023;10;3;Среда;40;Рабочий_new
05.10.2023;2023;10;4;Четверг;40;Рабочий_new
06.10.2023;2023;10;5;Пятница;40;Пятница_new
07.10.2023;2023;10;6;Суббота;40;Выходной_С_new
08.10.2023;2023;10;7;Воскресенье;40;Выходной_В_new
09.10.2023;2023;10;1;Понедельник;41;Рабочий_new
10.10.2023;2023;10;2;Вторник;41;Рабочий_new
11.10.2023;2023;10;3;Среда;41;Рабочий_new
12.10.2023;2023;10;4;Четверг;41;Рабочий_new
13.10.2023;2023;10;5;Пятница;41;Пятница_new
14.10.2023;2023;10;6;Суббота;41;Выходной_С_new
15.10.2023;2023;10;7;Воскресенье;41;Выходной_В_new
16.10.2023;2023;10;1;Понедельник;42;Рабочий_new
17.10.2023;2023;10;2;Вторник;42;Рабочий_new
18.10.2023;2023;10;3;Среда;42;Рабочий_new
19.10.2023;2023;10;4;Четверг;42;Рабочий_new
20.10.2023;2023;10;5;Пятница;42;Пятница_new
21.10.2023;2023;10;6;Суббота;42;Выходной_С_new
22.10.2023;2023;10;7;Воскресенье;42;Выходной_В_new
23.10.2023;2023;10;1;Понедельник;43;Рабочий_new
24.10.2023;2023;10;2;Вторник;43;Рабочий_new
25.10.2023;2023;10;3;Среда;43;Рабочий_new
26.10.2023;2023;10;4;Четверг;43;Рабочий_new
27.10.2023;2023;10;5;Пятница;43;Пятница_new
28.10.2023;2023;10;6;Суббота;43;Выходной_С_new
29.10.2023;2023;10;7;Воскресенье;43;Выходной_В_new
30.10.2023;2023;10;1;Понедельник;44;Рабочий_new
31.10.2023;2023;10;2;Вторник;44;Рабочий_new
01.11.2023;2023;11;3;Среда;44;Рабочий_new
02.11.2023;2023;11;4;Четверг;44;Рабочий_new
03.11.2023;2023;11;5;Пятница;44;Пятница_new
04.11.2023;2023;11;6;Суббота;44;Выходной_С_new
05.11.2023;2023;11;7;Воскресенье;44;Выходной_С_new
06.11.2023;2023;11;1;Понедельник;45;Выходной_В_new
07.11.2023;2023;11;2;Вторник;45;Рабочий_new
08.11.2023;2023;11;3;Среда;45;Рабочий_new
09.11.2023;2023;11;4;Четверг;45;Рабочий_new
10.11.2023;2023;11;5;Пятница;45;Пятница_new
11.11.2023;2023;11;6;Суббота;45;Выходной_С_new
12.11.2023;2023;11;7;Воскресенье;45;Выходной_В_new
13.11.2023;2023;11;1;Понедельник;46;Рабочий_new
14.11.2023;2023;11;2;Вторник;46;Рабочий_new
15.11.2023;2023;11;3;Среда;46;Рабочий_new
16.11.2023;2023;11;4;Четверг;46;Рабочий_new
17.11.2023;2023;11;5;Пятница;46;Пятница_new
18.11.2023;2023;11;6;Суббота;46;Выходной_С_new
19.11.2023;2023;11;7;Воскресенье;46;Выходной_В_new
20.11.2023;2023;11;1;Понедельник;47;Рабочий_new
21.11.2023;2023;11;2;Вторник;47;Рабочий_new
22.11.2023;2023;11;3;Среда;47;Рабочий_new
23.11.2023;2023;11;4;Четверг;47;Рабочий_new
24.11.2023;2023;11;5;Пятница;47;Пятница_new
25.11.2023;2023;11;6;Суббота;47;Выходной_С_new
26.11.2023;2023;11;7;Воскресенье;47;Выходной_В_new
27.11.2023;2023;11;1;Понедельник;48;Рабочий_new
28.11.2023;2023;11;2;Вторник;48;Рабочий_new
29.11.2023;2023;11;3;Среда;48;Рабочий_new
30.11.2023;2023;11;4;Четверг;48;Рабочий_new
01.12.2023;2023;12;5;Пятница;48;Пятница_new
02.12.2023;2023;12;6;Суббота;48;Выходной_С_new
03.12.2023;2023;12;7;Воскресенье;48;Выходной_В_new
04.12.2023;2023;12;1;Понедельник;49;Рабочий_new
05.12.2023;2023;12;2;Вторник;49;Рабочий_new
06.12.2023;2023;12;3;Среда;49;Рабочий_new
07.12.2023;2023;12;4;Четверг;49;Рабочий_new
08.12.2023;2023;12;5;Пятница;49;Пятница_new
09.12.2023;2023;12;6;Суббота;49;Выходной_С_new
10.12.2023;2023;12;7;Воскресенье;49;Выходной_В_new
11.12.2023;2023;12;1;Понедельник;50;Рабочий_new
12.12.2023;2023;12;2;Вторник;50;Рабочий_new
13.12.2023;2023;12;3;Среда;50;Рабочий_new
14.12.2023;2023;12;4;Четверг;50;Рабочий_new
15.12.2023;2023;12;5;Пятница;50;Пятница_new
16.12.2023;2023;12;6;Суббота;50;Выходной_С_new
17.12.2023;2023;12;7;Воскресенье;50;Выходной_В_new
18.12.2023;2023;12;1;Понедельник;51;Рабочий_new
19.12.2023;2023;12;2;Вторник;51;Рабочий_new
20.12.2023;2023;12;3;Среда;51;Рабочий_new
21.12.2023;2023;12;4;Четверг;51;Рабочий_new
22.12.2023;2023;12;5;Пятница;51;Пятница_new
23.12.2023;2023;12;6;Суббота;51;Выходной_С_new
24.12.2023;2023;12;7;Воскресенье;51;Выходной_В_new
25.12.2023;2023;12;1;Понедельник;52;Рабочий_new
26.12.2023;2023;12;2;Вторник;52;Рабочий_new
27.12.2023;2023;12;3;Среда;52;Рабочий_new
28.12.2023;2023;12;4;Четверг;52;Рабочий_new
29.12.2023;2023;12;5;Пятница;52;Пятница_new
30.12.2023;2023;12;6;Суббота;52;Выходной_С_new
31.12.2023;2023;12;7;Воскресенье;52;Выходной_В_new
01.01.2024;2024;1;1;Понедельник;1;Выходной_В_new
02.01.2024;2024;1;2;Вторник;1;Рабочий_new
03.01.2024;2024;1;3;Среда;1;Рабочий_new
04.01.2024;2024;1;4;Четверг;1;Рабочий_new
05.01.2024;2024;1;5;Пятница;1;Пятница_new
06.01.2024;2024;1;6;Суббота;1;Выходной_С_new
07.01.2024;2024;1;7;Воскресенье;1;Выходной_В_new
08.01.2024;2024;1;1;Понедельник;2;Рабочий_new
09.01.2024;2024;1;2;Вторник;2;Рабочий_new
10.01.2024;2024;1;3;Среда;2;Рабочий_new
11.01.2024;2024;1;4;Четверг;2;Рабочий_new
12.01.2024;2024;1;5;Пятница;2;Пятница_new
13.01.2024;2024;1;6;Суббота;2;Выходной_С_new
14.01.2024;2024;1;7;Воскресенье;2;Выходной_В_new
15.01.2024;2024;1;1;Понедельник;3;Рабочий_new
16.01.2024;2024;1;2;Вторник;3;Рабочий_new
17.01.2024;2024;1;3;Среда;3;Рабочий_new
18.01.2024;2024;1;4;Четверг;3;Рабочий_new
19.01.2024;2024;1;5;Пятница;3;Пятница_new
20.01.2024;2024;1;6;Суббота;3;Выходной_С_new
21.01.2024;2024;1;7;Воскресенье;3;Выходной_В_new
22.01.2024;2024;1;1;Понедельник;4;Рабочий_new
23.01.2024;2024;1;2;Вторник;4;Рабочий_new
24.01.2024;2024;1;3;Среда;4;Рабочий_new
25.01.2024;2024;1;4;Четверг;4;Рабочий_new
26.01.2024;2024;1;5;Пятница;4;Пятница_new
27.01.2024;2024;1;6;Суббота;4;Выходной_С_new
28.01.2024;2024;1;7;Воскресенье;4;Выходной_В_new
29.01.2024;2024;1;1;Понедельник;5;Рабочий_new
30.01.2024;2024;1;2;Вторник;5;Рабочий_new
31.01.2024;2024;1;3;Среда;5;Рабочий_new
01.02.2024;2024;2;4;Четверг;5;Рабочий_new
02.02.2024;2024;2;5;Пятница;5;Пятница_new
03.02.2024;2024;2;6;Суббота;5;Выходной_С_new
04.02.2024;2024;2;7;Воскресенье;5;Выходной_В_new
05.02.2024;2024;2;1;Понедельник;6;Рабочий_new
06.02.2024;2024;2;2;Вторник;6;Рабочий_new
07.02.2024;2024;2;3;Среда;6;Рабочий_new
08.02.2024;2024;2;4;Четверг;6;Рабочий_new
09.02.2024;2024;2;5;Пятница;6;Пятница_new
10.02.2024;2024;2;6;Суббота;6;Выходной_С_new
11.02.2024;2024;2;7;Воскресенье;6;Выходной_В_new
12.02.2024;2024;2;1;Понедельник;7;Рабочий_new
13.02.2024;2024;2;2;Вторник;7;Рабочий_new
14.02.2024;2024;2;3;Среда;7;Рабочий_new
15.02.2024;2024;2;4;Четверг;7;Рабочий_new
16.02.2024;2024;2;5;Пятница;7;Пятница_new
17.02.2024;2024;2;6;Суббота;7;Выходной_С_new
18.02.2024;2024;2;7;Воскресенье;7;Выходной_В_new
19.02.2024;2024;2;1;Понедельник;8;Рабочий_new
20.02.2024;2024;2;2;Вторник;8;Рабочий_new
21.02.2024;2024;2;3;Среда;8;Рабочий_new
22.02.2024;2024;2;4;Четверг;8;Пятница_new
23.02.2024;2024;2;5;Пятница;8;Выходной_В_new
24.02.2024;2024;2;6;Суббота;8;Выходной_С_new
25.02.2024;2024;2;7;Воскресенье;8;Выходной_В_new
26.02.2024;2024;2;1;Понедельник;9;Рабочий_new
27.02.2024;2024;2;2;Вторник;9;Рабочий_new
28.02.2024;2024;2;3;Среда;9;Рабочий_new
29.02.2024;2024;2;4;Четверг;9;Рабочий_new
01.03.2024;2024;3;5;Пятница;9;Пятница_new
02.03.2024;2024;3;6;Суббота;9;Выходной_С_new
03.03.2024;2024;3;7;Воскресенье;9;Выходной_В_new
04.03.2024;2024;3;1;Понедельник;10;Рабочий_new
05.03.2024;2024;3;2;Вторник;10;Рабочий_new
06.03.2024;2024;3;3;Среда;10;Рабочий_new
07.03.2024;2024;3;4;Четверг;10;Пятница_new
08.03.2024;2024;3;5;Пятница;10;Выходной_В_new
09.03.2024;2024;3;6;Суббота;10;Выходной_С_new
10.03.2024;2024;3;7;Воскресенье;10;Выходной_В_new
11.03.2024;2024;3;1;Понедельник;11;Рабочий_new
12.03.2024;2024;3;2;Вторник;11;Рабочий_new
13.03.2024;2024;3;3;Среда;11;Рабочий_new
14.03.2024;2024;3;4;Четверг;11;Рабочий_new
15.03.2024;2024;3;5;Пятница;11;Пятница_new
16.03.2024;2024;3;6;Суббота;11;Выходной_С_new
17.03.2024;2024;3;7;Воскресенье;11;Выходной_В_new
18.03.2024;2024;3;1;Понедельник;12;Рабочий_new
19.03.2024;2024;3;2;Вторник;12;Рабочий_new
20.03.2024;2024;3;3;Среда;12;Рабочий_new
21.03.2024;2024;3;4;Четверг;12;Рабочий_new
22.03.2024;2024;3;5;Пятница;12;Пятница_new
23.03.2024;2024;3;6;Суббота;12;Выходной_С_new
24.03.2024;2024;3;7;Воскресенье;12;Выходной_В_new
25.03.2024;2024;3;1;Понедельник;13;Рабочий_new
26.03.2024;2024;3;2;Вторник;13;Рабочий_new
27.03.2024;2024;3;3;Среда;13;Рабочий_new
28.03.2024;2024;3;4;Четверг;13;Рабочий_new
29.03.2024;2024;3;5;Пятница;13;Пятница_new
30.03.2024;2024;3;6;Суббота;13;Выходной_С_new
31.03.2024;2024;3;7;Воскресенье;13;Выходной_В_new
01.04.2024;2024;4;1;Понедельник;14;Рабочий_new
02.04.2024;2024;4;2;Вторник;14;Рабочий_new
03.04.2024;2024;4;3;Среда;14;Рабочий_new
04.04.2024;2024;4;4;Четверг;14;Рабочий_new
05.04.2024;2024;4;5;Пятница;14;Пятница_new
06.04.2024;2024;4;6;Суббота;14;Выходной_С_new
07.04.2024;2024;4;7;Воскресенье;14;Выходной_В_new
08.04.2024;2024;4;1;Понедельник;15;Рабочий_new
09.04.2024;2024;4;2;Вторник;15;Рабочий_new
10.04.2024;2024;4;3;Среда;15;Рабочий_new
11.04.2024;2024;4;4;Четверг;15;Рабочий_new
12.04.2024;2024;4;5;Пятница;15;Пятница_new
13.04.2024;2024;4;6;Суббота;15;Выходной_С_new
14.04.2024;2024;4;7;Воскресенье;15;Выходной_В_new
15.04.2024;2024;4;1;Понедельник;16;Рабочий_new
16.04.2024;2024;4;2;Вторник;16;Рабочий_new
17.04.2024;2024;4;3;Среда;16;Рабочий_new
18.04.2024;2024;4;4;Четверг;16;Рабочий_new
19.04.2024;2024;4;5;Пятница;16;Пятница_new
20.04.2024;2024;4;6;Суббота;16;Выходной_С_new
21.04.2024;2024;4;7;Воскресенье;16;Выходной_В_new
22.04.2024;2024;4;1;Понедельник;17;Рабочий_new
23.04.2024;2024;4;2;Вторник;17;Рабочий_new
24.04.2024;2024;4;3;Среда;17;Рабочий_new
25.04.2024;2024;4;4;Четверг;17;Рабочий_new
26.04.2024;2024;4;5;Пятница;17;Пятница_new
27.04.2024;2024;4;6;Суббота;17;Пятница_new
28.04.2024;2024;4;7;Воскресенье;17;Выходной_С_new
29.04.2024;2024;4;1;Понедельник;18;Выходной_С_new
30.04.2024;2024;4;2;Вторник;18;Выходной_С_new
01.05.2024;2024;5;3;Среда;18;Выходной_В_new
02.05.2024;2024;5;4;Четверг;18;Рабочий_new
03.05.2024;2024;5;5;Пятница;18;Пятница_new
04.05.2024;2024;5;6;Суббота;18;Выходной_С_new
05.05.2024;2024;5;7;Воскресенье;18;Выходной_В_new
06.05.2024;2024;5;1;Понедельник;19;Рабочий_new
07.05.2024;2024;5;2;Вторник;19;Рабочий_new
08.05.2024;2024;5;3;Среда;19;Пятница_new
09.05.2024;2024;5;4;Четверг;19;Выходной_С_new
10.05.2024;2024;5;5;Пятница;19;Выходной_С_new
11.05.2024;2024;5;6;Суббота;19;Выходной_С_new
12.05.2024;2024;5;7;Воскресенье;19;Выходной_В_new
13.05.2024;2024;5;1;Понедельник;20;Рабочий_new
14.05.2024;2024;5;2;Вторник;20;Рабочий_new
15.05.2024;2024;5;3;Среда;20;Рабочий_new
16.05.2024;2024;5;4;Четверг;20;Рабочий_new
17.05.2024;2024;5;5;Пятница;20;Пятница_new
18.05.2024;2024;5;6;Суббота;20;Выходной_С_new
19.05.2024;2024;5;7;Воскресенье;20;Выходной_В_new
20.05.2024;2024;5;1;Понедельник;21;Рабочий_new
21.05.2024;2024;5;2;Вторник;21;Рабочий_new
22.05.2024;2024;5;3;Среда;21;Рабочий_new
23.05.2024;2024;5;4;Четверг;21;Рабочий_new
24.05.2024;2024;5;5;Пятница;21;Пятница_new
25.05.2024;2024;5;6;Суббота;21;Выходной_С_new
26.05.2024;2024;5;7;Воскресенье;21;Выходной_В_new
27.05.2024;2024;5;1;Понедельник;22;Рабочий_new
28.05.2024;2024;5;2;Вторник;22;Рабочий_new
29.05.2024;2024;5;3;Среда;22;Рабочий_new
30.05.2024;2024;5;4;Четверг;22;Рабочий_new
31.05.2024;2024;5;5;Пятница;22;Пятница_new
01.06.2024;2024;6;6;Суббота;22;Выходной_С_new
02.06.2024;2024;6;7;Воскресенье;22;Выходной_В_new
03.06.2024;2024;6;1;Понедельник;23;Рабочий_new
04.06.2024;2024;6;2;Вторник;23;Рабочий_new
05.06.2024;2024;6;3;Среда;23;Рабочий_new
06.06.2024;2024;6;4;Четверг;23;Рабочий_new
07.06.2024;2024;6;5;Пятница;23;Пятница_new
08.06.2024;2024;6;6;Суббота;23;Выходной_С_new
09.06.2024;2024;6;7;Воскресенье;23;Выходной_В_new
10.06.2024;2024;6;1;Понедельник;24;Рабочий_new
11.06.2024;2024;6;2;Вторник;24;Пятница_new
12.06.2024;2024;6;3;Среда;24;Выходной_В_new
13.06.2024;2024;6;4;Четверг;24;Рабочий_new
14.06.2024;2024;6;5;Пятница;24;Пятница_new
15.06.2024;2024;6;6;Суббота;24;Выходной_С_new
16.06.2024;2024;6;7;Воскресенье;24;Выходной_В_new
17.06.2024;2024;6;1;Понедельник;25;Рабочий_new
18.06.2024;2024;6;2;Вторник;25;Рабочий_new
19.06.2024;2024;6;3;Среда;25;Рабочий_new
20.06.2024;2024;6;4;Четверг;25;Рабочий_new
21.06.2024;2024;6;5;Пятница;25;Пятница_new
22.06.2024;2024;6;6;Суббота;25;Выходной_С_new
23.06.2024;2024;6;7;Воскресенье;25;Выходной_В_new
24.06.2024;2024;6;1;Понедельник;26;Рабочий_new
25.06.2024;2024;6;2;Вторник;26;Рабочий_new
26.06.2024;2024;6;3;Среда;26;Рабочий_new
27.06.2024;2024;6;4;Четверг;26;Рабочий_new
28.06.2024;2024;6;5;Пятница;26;Пятница_new
29.06.2024;2024;6;6;Суббота;26;Выходной_С_new
30.06.2024;2024;6;7;Воскресенье;26;Выходной_В_new
01.07.2024;2024;7;1;Понедельник;27;Рабочий_new
02.07.2024;2024;7;2;Вторник;27;Рабочий_new
03.07.2024;2024;7;3;Среда;27;Рабочий_new
04.07.2024;2024;7;4;Четверг;27;Рабочий_new
05.07.2024;2024;7;5;Пятница;27;Пятница_new
06.07.2024;2024;7;6;Суббота;27;Выходной_С_new
07.07.2024;2024;7;7;Воскресенье;27;Выходной_В_new
08.07.2024;2024;7;1;Понедельник;28;Рабочий_new
09.07.2024;2024;7;2;Вторник;28;Рабочий_new
10.07.2024;2024;7;3;Среда;28;Рабочий_new
11.07.2024;2024;7;4;Четверг;28;Рабочий_new
12.07.2024;2024;7;5;Пятница;28;Пятница_new
13.07.2024;2024;7;6;Суббота;28;Выходной_С_new
14.07.2024;2024;7;7;Воскресенье;28;Выходной_В_new
15.07.2024;2024;7;1;Понедельник;29;Рабочий_new
16.07.2024;2024;7;2;Вторник;29;Рабочий_new
17.07.2024;2024;7;3;Среда;29;Рабочий_new
18.07.2024;2024;7;4;Четверг;29;Рабочий_new
19.07.2024;2024;7;5;Пятница;29;Пятница_new
20.07.2024;2024;7;6;Суббота;29;Выходной_С_new
21.07.2024;2024;7;7;Воскресенье;29;Выходной_В_new
22.07.2024;2024;7;1;Понедельник;30;Рабочий_new
23.07.2024;2024;7;2;Вторник;30;Рабочий_new
24.07.2024;2024;7;3;Среда;30;Рабочий_new
25.07.2024;2024;7;4;Четверг;30;Рабочий_new
26.07.2024;2024;7;5;Пятница;30;Пятница_new
27.07.2024;2024;7;6;Суббота;30;Выходной_С_new
28.07.2024;2024;7;7;Воскресенье;30;Выходной_В_new
29.07.2024;2024;7;1;Понедельник;31;Рабочий_new
30.07.2024;2024;7;2;Вторник;31;Рабочий_new
31.07.2024;2024;7;3;Среда;31;Рабочий_new
01.08.2024;2024;8;4;Четверг;31;Рабочий_new
02.08.2024;2024;8;5;Пятница;31;Пятница_new
03.08.2024;2024;8;6;Суббота;31;Выходной_С_new
04.08.2024;2024;8;7;Воскресенье;31;Выходной_В_new
05.08.2024;2024;8;1;Понедельник;32;Рабочий_new
06.08.2024;2024;8;2;Вторник;32;Рабочий_new
07.08.2024;2024;8;3;Среда;32;Рабочий_new
08.08.2024;2024;8;4;Четверг;32;Рабочий_new
09.08.2024;2024;8;5;Пятница;32;Пятница_new
10.08.2024;2024;8;6;Суббота;32;Выходной_С_new
11.08.2024;2024;8;7;Воскресенье;32;Выходной_В_new
12.08.2024;2024;8;1;Понедельник;33;Рабочий_new
13.08.2024;2024;8;2;Вторник;33;Рабочий_new
14.08.2024;2024;8;3;Среда;33;Рабочий_new
15.08.2024;2024;8;4;Четверг;33;Рабочий_new
16.08.2024;2024;8;5;Пятница;33;Пятница_new
17.08.2024;2024;8;6;Суббота;33;Выходной_С_new
18.08.2024;2024;8;7;Воскресенье;33;Выходной_В_new
19.08.2024;2024;8;1;Понедельник;34;Рабочий_new
20.08.2024;2024;8;2;Вторник;34;Рабочий_new
21.08.2024;2024;8;3;Среда;34;Рабочий_new
22.08.2024;2024;8;4;Четверг;34;Рабочий_new
23.08.2024;2024;8;5;Пятница;34;Пятница_new
24.08.2024;2024;8;6;Суббота;34;Выходной_С_new
25.08.2024;2024;8;7;Воскресенье;34;Выходной_В_new
26.08.2024;2024;8;1;Понедельник;35;Рабочий_new
27.08.2024;2024;8;2;Вторник;35;Рабочий_new
28.08.2024;2024;8;3;Среда;35;Рабочий_new
29.08.2024;2024;8;4;Четверг;35;Рабочий_new
30.08.2024;2024;8;5;Пятница;35;Пятница_new
31.08.2024;2024;8;6;Суббота;35;Выходной_С_new
01.09.2024;2024;9;7;Воскресенье;35;Выходной_В_new
02.09.2024;2024;9;1;Понедельник;36;Рабочий_new
03.09.2024;2024;9;2;Вторник;36;Рабочий_new
04.09.2024;2024;9;3;Среда;36;Рабочий_new
05.09.2024;2024;9;4;Четверг;36;Рабочий_new
06.09.2024;2024;9;5;Пятница;36;Пятница_new
07.09.2024;2024;9;6;Суббота;36;Выходной_С_new
08.09.2024;2024;9;7;Воскресенье;36;Выходной_В_new
09.09.2024;2024;9;1;Понедельник;37;Рабочий_new
10.09.2024;2024;9;2;Вторник;37;Рабочий_new
11.09.2024;2024;9;3;Среда;37;Рабочий_new
12.09.2024;2024;9;4;Четверг;37;Рабочий_new
13.09.2024;2024;9;5;Пятница;37;Пятница_new
14.09.2024;2024;9;6;Суббота;37;Выходной_С_new
15.09.2024;2024;9;7;Воскресенье;37;Выходной_В_new
16.09.2024;2024;9;1;Понедельник;38;Рабочий_new
17.09.2024;2024;9;2;Вторник;38;Рабочий_new
18.09.2024;2024;9;3;Среда;38;Рабочий_new
19.09.2024;2024;9;4;Четверг;38;Рабочий_new
20.09.2024;2024;9;5;Пятница;38;Пятница_new
21.09.2024;2024;9;6;Суббота;38;Выходной_С_new
22.09.2024;2024;9;7;Воскресенье;38;Выходной_В_new
23.09.2024;2024;9;1;Понедельник;39;Рабочий_new
24.09.2024;2024;9;2;Вторник;39;Рабочий_new
25.09.2024;2024;9;3;Среда;39;Рабочий_new
26.09.2024;2024;9;4;Четверг;39;Рабочий_new
27.09.2024;2024;9;5;Пятница;39;Пятница_new
28.09.2024;2024;9;6;Суббота;39;Выходной_С_new
29.09.2024;2024;9;7;Воскресенье;39;Выходной_В_new
